Наименование,Област,Община,Населено място,Адрес,Управител,Телефон,lat,lng,provider,display_name,quality_score
ОЧЕН МЕДИЦИНСКИ ЦЕНТЪР ХАСКОВО ООД,Хасково,ХАСКОВО,Хасково,ул. Георги Кирков 24,ПРОФ. Д-Р ДИМИТЪР НИКОЛОВ ДЖЕЛЕБОВ,042601460,41.9362141,25.5540806,nominatim_free,"24, Георги Кирков, ж.к. Дружба 1, Хасково, 6300, България",100
ОЧЕН МЕДИЦИНСКИ ЦЕНТЪР ХАСКОВО ООД,Хасково,ХАСКОВО,Хасково,ул. Хаджи Димитър 2,ПРОФ. Д-Р ДИМИТЪР НИКОЛОВ ДЖЕЛЕБОВ,042601460,41.9334369,25.5546272,nominatim_free,"2, Хаджи Димитър, Хасково център, Хасково, 6300, България",100
ОЧЕН МЕДИЦИНСКИ ЦЕНТЪР ХАСКОВО ООД,Хасково,ХАСКОВО,Хасково,ул. П. Евтимий 1 ет. нула-партер,ПРОФ. Д-Р ДИМИТЪР НИКОЛОВ ДЖЕЛЕБОВ,042601460,42.0530848,25.5830929,nominatim_structured,"Патриарх Евтимий, кв. Христо Ботев, Димитровград, Хасково, 6400, България",45
ОЧЕН МЕДИЦИНСКИ ЦЕНТЪР ХАСКОВО ООД,Хасково,ДИМИТРОВГРАД,Димитровград,бул. България 2,ПРОФ. Д-Р ДИМИТЪР НИКОЛОВ ДЖЕЛЕБОВ,042601460,,,,,0
СБАЛББ-Троян ЕООД,Ловеч,ТРОЯН,Троян,ул. Васил Левски 253,ЦВЕТОМИЛА ВАСИЛЕВА ДУДЕВСКА-ВАЧЕВСКА,0670/64985,42.897565,24.7110784,nominatim_free,"Специализирана болница за активно лечение на белодробни болести - Троян, 253, Васил Левски, ж.к. Младост, Троян, Ловеч, 5600, България",100
СБАЛОЗ -София област ЕООД,София (столица),ГР.СОФИЯ,София,Бул. Столетов 67,"ЯНКО ВАСИЛЕВ КОЧЕВ, Д-Р ПЛАМЕН ТРАЙЧЕВ ИВАНОВ, Д-Р ДИАНА ЙОРДАНОВА НЕДЯЛКОВА",028013923,42.7131935,23.3120729,nominatim_free,"МБАЛ „Княгиня Клементина“ - София ЕАД, 67А, бул. Ген. Столетов, ж.к. Банишора, София, Сердика, Столична, София-град, 1233, България",90
СБАЛПФЗ - София област ЕООД,София (столица),ГР.СОФИЯ,София,бул. Сливница 309,"Д-Р КИРИЛ РАШКОВ ПАЛАВЕЕВ, Д-Р ВЕЛИЧКО ДИМИТРОВ МАРИНОВ","0899247939,029312353",42.7061437,23.3333538,nominatim_free,"309, бул. Сливница, Център, София, Сердика, Столична, София-град, 1202, България",90
СБПЛР-Костенец ЕООД,София - област,КОСТЕНЕЦ,Костенец,ул. Цариградско шосе 56,Д-Р МАРИЯ АНГЕЛОВА ХРИСТОСКОВА-ЯНКОВА,0889306197,42.3071146,23.8620728,nominatim_free,"56, Цариградско шосе, кв. Чавдарци, Костенец, Долна Василица, Костенец, Софийска, 2030, България",100
СБПФЗПЛР-Цар Фердинанд І ЕООД,София - област,СВОГЕ,Искрец,кв. Санаториума,"Д-Р МАРИЯНА ХРИСТОВА ДЕНЕВА, ЛЮДМИЛА ЙОВЧЕВА ТОДОРОВА","071632001,071632002,0889151884",,,,,0
СБР-НК ЕАД филиал Момин проход,София - област,КОСТЕНЕЦ,Момин Проход,ул. Христо Ботев 6,"Д-Р ПЛАМЕН ПЕТРОВ СТОЕВ, ЕВГЕНИ ГЕОРГИЕВ ЛЮБЕНОВ, НОНКА ДОБРИНОВА ОБРЕШКОВА, СПАСКА СТОЯНОВА БАХЧЕВАНОВА, АНИ БЛАГОЕВА ЗДРАВКОВА","0879220029,0878217400",,,,,0
СБР-Тузлата ЕООД,Добрич,БАЛЧИК,Балчик,местност Тузлата,"МАРИЯ ВАСИЛЕВА СТАЙКОВА, КАМЕЛИЯ КИРЧЕВА СТАНЕВА","0579/72480,0882/528595",43.4014557,28.2228719,nominatim_free,"Местност ""Тузлата"", Балчик, Добрич, България",50
СОБАЛ Д-Р ТАСКОВ ООД,Търговище,ТЪРГОВИЩЕ,Търговище,ул. Александър Стамболийски 25,ДИМИТЪР ГЕОРГИЕВ ТАСКОВ,0601/63404,43.2574745,26.5307537,nominatim_free,"Александър Стамболийски, кв. Въбел, Търговище, 7700, България",55
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ НА ПНЕВМО-ФТИЗИАТРИЧНИ ЗАБОЛЯВАНИЯ ХАСКОВО ЕООД,Хасково,ХАСКОВО,Хасково,кв. Болярово ул. Перущица 2,"ВЕСЕЛИН ТОДОРОВ КАЛФОВ, Д-Р ИРИНА ЗАПРЯНОВА КАРАМАНОВА",038668053,,,,,0
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ НА ПНЕВМО-ФТИЗИАТРИЧНИ ЗАБОЛЯВАНИЯ- БУРГАС ЕООД,Бургас,БУРГАС,Бургас,ул. Генерал Гурко 64,Д-Р ЕВЕЛИНА ДИМИТРОВА ТРОШАНОВА-ГРОШЕВА,"056/896241,0888/735849,056/896222,0878/877022",42.4999983,27.4764193,nominatim_free,"Генерал Гурко, Централна градска част, Бургас, 8001, България",55
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ПО ВЪТРЕШНИ БОЛЕСТИ - ТОПОЛОВГРАД ЕООД,Хасково,ТОПОЛОВГРАД,Тополовград,ул. Мусала 1,"Д-Р ЕМИЛ ДЕЛЧЕВ ЕВТИМОВ, ДИМИТЪР АНГЕЛОВ ЕРМОВ","0470/52183,0470/53372",42.0837977,26.3292553,nominatim_free,"Мусала, ж.к. Сакар, Тополовград, Хасково, 6560, България",45
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ПО ОНКОЛОГИЯ - ХАСКОВО ЕООД,Хасково,ХАСКОВО,Хасково,бул. Съединение 49,"МАТЕЙ АСЕНОВ МАТЕЕВ, Д-Р ВЕНКО ИВАНОВ БАЛАБАНОВ, Д-Р ЛЮБОМИР ВЪЛКОВ ВАСИЛЕВ, ИВАН ТОДОРОВ ИВАНОВ",038664373,41.9338216,25.5663365,nominatim_free,"49, бул. Съединение, Източна индустриална зона, ж.к. Изгрев, Хасково, 6300, България",90
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА ПРОДЪЛЖИТЕЛНО ЛЕЧЕНИЕ И РЕХАБИЛИТАЦИЯ - ЛЮБИМЕЦ ЕООД,Хасково,ЛЮБИМЕЦ,Любимец,ул. Републиканска 38,ИВАН РАДКОВ ИЛИЕВ,"037517296,037517151",41.8555168,26.0735369,nominatim_free,"Републиканска, Любимец, Хасково, България",45
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА РЕХАБИЛИТАЦИЯ НЕСЕБЪР АД,Бургас,НЕСЕБЪР,Несебър,ул. Хан Крум 31,"Д-Р ПЛАМЕН МИХАЙЛОВ ЛАКОВ, Д-Р ЦВЕТАН ДИМИТРОВ ГЕРГОВ, ГЕОРГИ КОЛЕВ КОЛЕВ, Д-Р ГАЛИНА ТРУФАНОВА КЪРЧЕВА, НИКОЛАЙ ГЕОРГИЕВ КОЛЕВ","0876/022232,0554/30123",42.6594144,27.7279799,nominatim_free,"Хан Крум, кв. Христо Кудев, Несебър, Бургас, 8231, България",85
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА РЕХАБИЛИТАЦИЯ НЕСЕБЪР АД,Бургас,НЕСЕБЪР,Несебър,кв. Перла 20,"Д-Р ПЛАМЕН МИХАЙЛОВ ЛАКОВ, Д-Р ЦВЕТАН ДИМИТРОВ ГЕРГОВ, ГЕОРГИ КОЛЕВ КОЛЕВ, Д-Р ГАЛИНА ТРУФАНOVA КЪРЧЕВА, НИКОЛАЙ ГЕОРГИЕВ КОЛЕВ","0876/022232,0554/30123",42.6576036,27.7031646,nominatim_free,"20, Kv. Cherno More 2, кв. Черно море, Несебър, Бургас, 8230, България",80
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА РЕХАБИЛИТАЦИЯ НЕСЕБЪР АД,Бургас,НЕСЕБЪР,Несебър,ул. Иван Вазов 11 Здравна къща Несебър,"Д-Р ПЛАМЕН МИХАЙЛОВ ЛАКОВ, Д-Р ЦВЕТАН ДИМИТРОВ ГЕРГОВ, ГЕОРГИ КОЛЕВ КОЛЕВ, Д-Р ГАЛИНА ТРУФАНОВА КЪРЧЕВА, НИКОЛАЙ ГЕОРГИЕВ КОЛЕВ","0876/022232,0554/30123",42.6546965,27.7099059,nominatim_structured,"Иван Вазов, ж.к. Перла, Несебър, Бургас, 8230, България",55
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА РЕХАБИЛИТАЦИЯ - НАЦИОНАЛЕН КОМПЛЕКС ЕАД СОФИЯ ФИЛИАЛ ПОМОРИЕ,Бургас,ПОМОРИЕ,Поморие,ул. Проф. Парашкев Стоянов 7,"Д-Р МАРГАРИТА ИВАНОВА МИХАЙЛОВА, АНТОАНЕТА СТЕФАНОВА ГРОЗЕВА, СТЕФКО НИКОЛОВ ГЕОРГИЕВ, ПЛУМЕЛИНА ДИМИТРОВА МИЧЕВА, ГЕОРГИ АНДРЕЕВ ПРОДРОМОВ",,42.5736185,27.6344355,nominatim_free,"Професор Парашкев Стоянов, кв. Свобода, Поморие, Бургас, 8201, България",55
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА РЕХАБИЛИТАЦИЯ МАРИ ООД,Бургас,НЕСЕБЪР,Несебър,местност Кокалу ул. Кипарис 8,"Д-Р АНТОАНЕТА ЙОРДАНОВА ГЬОНКОВА, Д-Р МАРГАРИТА ЖИКОВА ГРОЗДИНСКА, СТЕФКО НИКОЛОВ ГЕОРГИЕВ","0888/684045,0885/156334,0554/70473",42.6532823,27.6927367,overpass,Специализирана болница за рехабилитация Мари,50
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА РЕХАБИЛИТАЦИЯ СТАЙКОВ И ФАМИЛИЯ ЕООД,Бургас,НЕСЕБЪР,Несебър,к.к. Слънчев бряг хотел Средец,"ИВАН ЙОРДАНОВ СТАЙКОВ, ЙОРДАН ИВАНОВ СТАЙКОВ, Д-Р ВЕРГИНИЯ ДАНЧОВА ЦАНОВА-ИВАНОВА",0892/010303,42.6532823,27.6927367,overpass,Специализирана болница за рехабилитация Мари,50
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА РЕХАБИЛИТАЦИЯ АЙЛИН ЕООД,Хасково,МИНЕРАЛНИ БАНИ,Минерални Бани,ул. Любен Каравелов 8,АНЕЛИЯ ТОДОРОВА ТЕНЧЕВА,037389129,41.9373737,25.3468274,nominatim_free,"Айлин, 8, Любен Каравелов, Минерални бани, Хасково, 6343, България",100
СПЕЦИАЛИЗИРАНА ОЧНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - БУРГАС ООД,Бургас,БУРГАС,Бургас,жк П. Р. Славейков ул. Георги Минков 174 до спортна зала Младост,"ПЕТКО МЕТОДИЕВ ИВАНОВ, Д-Р НИКОЛАЙ ПЕТКОВ ИВАНОВ","0896/777165,056/859840,0896/660772",42.5135674,27.4659001,overpass,УМБАЛ Бургас,50
Специализирана болница за рехабилитация - Вита ЕООД клон Поморие,Бургас,ПОМОРИЕ,Поморие,ул. Проф. П. Стоянов 12,Д-Р АНГЕЛ ХАРАЛАМБИЕВ ПЕЕВ,"0889693535,0887344625,0888238988,0879/402937,0878/542292,0882/603915,0596/22055,0887670008",,,,,0
УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ СВЕТА МАРИНА-ПЛЕВЕН ООД,Плевен,ПЛЕВЕН,Плевен,ул. Гео Милев 14,"ИВАЛЕНА МИНКОВА ВАСИЛЕВА, ПРОФ.Д-Р ГРИГОР АНГЕЛОВ ГОРЧЕВ","064/805313,064/805666",43.4736029,24.7003905,nominatim_free,"Гео Милев, Върбица, Плевен, България",45
УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ СВЕТА МАРИНА-ПЛЕВЕН ООД,Плевен,ПЛЕВЕН,Плевен,ул. Цар Симеон 23,"ИВАЛЕНА МИНКОВА ВАСИЛЕВА, ПРОФ.Д-Р ГРИГОР АНГЕЛОВ ГОРЧЕВ","064/805313,064/805666",43.6472778,24.6926315,nominatim_free,"23, Цар Симеон, Гулянци, Плевен, България",90
УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ СВЕТА МАРИНА-ПЛЕВЕН ООД,Плевен,ПЛЕВЕН,Плевен,ж.к Дружба ул. Трите бора 24,"ИВАЛЕНА МИНКОВА ВАСИЛЕВА, ПРОФ.Д-Р ГРИГОР АНГЕЛОВ ГОРЧЕВ","064/805313,064/805666",,,,,0
УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ СВЕТА МАРИНА-ПЛЕВЕН ООД,Плевен,ПЛЕВЕН,Плевен,Местност Русково бърдо,"ИВАЛЕНА МИНКОВА ВАСИЛЕВА, ПРОФ.Д-Р ГРИГОР АНГЕЛОВ ГОРЧЕВ","064/805313,064/805666",,,,,0
УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ БУРГАС АД,Бургас,БУРГАС,Бургас,ул. Стефан Стамболов 73,"БОЙКО ГЕОРГИЕВ МИРАЗЧИЙСКИ, МИРОСЛАВ ОБРЕЙКОВ ОБРЕЙКОВ, Д-Р СВЕТЛОЗАР БОРИСОВ ГЕОРГИЕВ, БОЯН СЛАВЧЕВ БУДАКОВ, Д-Р СТЕФАН ИВАНОВ СТАНЧЕВ, ГЕОРГИ ЕНЧЕВ МАТЕВ, ПРОФ. Д-Р ВЛАДИМИР ХРИСТОВ ГОНЧЕВ","056/894700,056/810583",42.5379963,27.4428072,nominatim_free,"Стефан Стамболов, кв. Хоризонт, Бургас, 8010, България",55
УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ДЕВА МАРИЯ ЕООД,Бургас,БУРГАС,Бургас,ул. Александър Стамболийски 32,"Д-Р ХРИСТО КРЪСТЕВ ЯКИМОВ, ДАНИЕЛА ПРОДАНОВА БОЗДУКОВА, ДИМИТЪР ЕСЕНОВ ИЛИЕВ, СТЕФАН ИВАНОВ КАСАБОВ, ГЕОРГИ МАРИНОВ ГЕОРГИЕВ, Д-Р СНЕЖА ЗГУРОВА СТРАНДЖЕВА, ХРИСТО ДОБРЕВ ДОБРЕВ","056/896273,056/896262,0884/257744",42.4958066,27.465197,nominatim_free,"32, Александър Стамболийски, ж.к. Възраждане, Бургас, 8000, България",100
УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ДЕВА МАРИЯ ЕООД,Бургас,БУРГАС,Бургас,ул. Ванче Михайлов 1,"Д-Р ХРИСТО КРЪСТЕВ ЯКИМОВ, ДАНИЕЛА ПРОДАНOVA БОЗДУКОВА, ДИМИТЪР ЕСЕНОВ ИЛИЕВ, СТЕФАН ИВАНОВ КАСАБОВ, ГЕОРГИ МАРИНОВ ГЕОРГИЕВ, Д-Р СНЕЖА ЗГУРОВА СТРАНДЖЕВА, ХРИСТО ДОБРЕВ ДОБРЕВ","056/896273,056/896262,0884/257744",42.507498,27.4659392,nominatim_free,"Ванче Михайлов, ж.к. Братя Миладинови, Бургас, 8000, България",55
ЦЕНТЪР ЗА КОЖНО-ВЕНЕРИЧЕСКИ ЗАБОЛЯВАНИЯ-ВЕЛИКО ТЪРНОВО ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Велико Търново,ул. Бузлуджа 1,"ТЕОДОРА ЦЕКОВА ЧОЛАКОВА, РУМЯНА СТОЯНОВА АНДРЕЕВА, СИЛВИЯ ДИМОВА ГОРАНОВА","062/623598,062/622110",43.1095857,25.7137869,nominatim_free,"Бузлуджа, Лясковец, Велико Търново, 5140, България",85
МБАЛ Уро Медикс ЕООД,Пловдив,ПЛОВДИВ,Пловдив,ул. Колхида продължение МТБ Пловдив Стационар и,Д-Р ЖАН РАДОЕВ ЧИТАЛОВ,"032673499,032280268",,,,,0
SBR_NK_VN,Пазарджик,ВЕЛИНГРАД,Велинград,ул. Гоце Делчев 38,ИЛЗА ВЪЛЧЕВА ПОПОВА,0359/55491,42.069058,24.0066088,nominatim_free,"Гоце Делчев, Драгиново, Велинград, Пазарджик, 4600, България",55
І САГБАЛ СВ. СОФИЯ ЕАД СОФИЯ,София (столица),СОФИЯ 11 рн КРАСНА ПОЛЯНА,СОФИЯ 11 рн КРАСНА ПОЛЯНА,ул. М. Ташев 2,"КОНСТАНТИН ИВАНОВ МАЛЕНОВ, Д-Р МЕТОДИ ВАНГЕЛОВ ЯНКОВ, Д-Р ЕЛИАН ПЕТРОВ РАЧЕВ, Д-Р ИВАН АТАНАСОВ КОСТОВ, Д-Р ГЕРГАНА КИРИЛОВА КОЛАРОВА",02/8220583,,,,,0
ІV МБАЛ - СОФИЯ ЕАД,София (столица),СОФИЯ 02 рн КРАСНО СЕЛО,СОФИЯ 02 рн КРАСНО СЕЛО,бул. Македония 38,"СТОЯН ЦВЕТАНОВ МАДЖАРОВ, Д-Р СТЕЛА ВАНЕВА СТАНЧЕВА-ЧЕРНЕВА, Д-Р АРКАДИ ГЕОРГИЕВ ИВАНОВ","02/9521474,02/8519211",,,,,0
ІІ МБАЛ - СОФИЯ ЕАД,София (столица),СОФИЯ 05 рн СЕРДИКА,СОФИЯ 05 рн СЕРДИКА,бул. Христо Ботев 120,"КРАСИМИР СТОЯНОВ ПАНДЕВ, Д-Р ГЛИНКА ДИМОВ КОМИТОВ, ДОЦ. Д-Р СТЕФАН НИКОЛАЕВ УЗУНОВ","9158544,02/9158340",,,,,0
АДЖИБАДЕМ СИТИ КЛИНИК УМБАЛ ЕООД,София (столица),СОФИЯ 09 рн ЛОЗЕНЕЦ,СОФИЯ 09 рн ЛОЗЕНЕЦ,ул. Околовръстен път 127,"ИЛИАН ГЕОРГИЕВ ГРИГОРОВ, МЕЛИХ КАРАХАСАНОГЛУ, ВЕНЕЛИНА ФИЛИПОВА АТАНАСОВА, АНДРЕЙ ПЪРВАНОВ МАРКОВ, Д-Р САШКА ЛАЗАРОВА РУСКОВА, АТАНАС ИВАНОВ ТУМАНОВ, АЛЕКСАНДЪР ВАЛЕНТИНОВ ИЛИЕВ","02/9604949,02/9604919",,,,,0
АДЖИБАДЕМ СИТИ КЛИНИК УМБАЛ ЕООД,София (столица),СОФИЯ 15 рн МЛАДОСТ,СОФИЯ 15 рн МЛАДОСТ,бул. Цариградско шосе 66А,"ИЛИАН ГЕОРГИЕВ ГРИГОРОВ, МЕЛИХ КАРАХАСАНОГЛУ, ВЕНЕЛИНА ФИЛИПОВА АТАНАСОВА, АНДРЕЙ ПЪРВАНОВ МАРКОВ, Д-Р САШКА ЛАЗАРОВА РУСКОВА, АТАНАС ИВАНОВ ТУМАНОВ, АЛЕКСАНДЪР ВАЛЕНТИНОВ ИЛИЕВ","02/9604949,02/9604919",,,,,0
