Наименование,Област,Община,Населено място,Адрес,Управител,Телефон
"СБАЛАГ Торакс Д-р Сава Бояджиев ЕООД Пловдив",Пловдив,ПЛОВДИВ,ГР.ПЛОВДИВ,ул. Димитър Цончев №5,"Д-Р ИВАН ТОНОВ ГЛАВЧЕВ, ЮРИ СПАСОВ, ГЕОРГИ ИВАНОВ БЛАГОЕВ","032/625125, 0887594916"
"СБАЛББ - СВ. ПАНТЕЛЕЙМОН ЕООД",Перник,ПЕРНИК,ГР.ПЕРНИК,местност Голо бърдо,"АЛЕКСАНДЪР ПЕТРОВ АЛЕКСАНДРОВ, АСЕН ЙОРДАНОВ АСЕНОВ, ВЕЛИЧКА ГЕОРГИЕВА КАДИЙСКА, СИМЕОН ВАСИЛЕВ СИМЕОНОВ, АЛЕКСАНДЪР СТЕФАНОВ АЛЕКСИЕВ","0884999636, 0888252427, 0999115126, 0895525350, 0889035153"
"СБАЛББ Габрово ЕООД",Габрово,ГАБРОВО,ГР.ГАБРОВО,ул. Д-р Кирил Въгленов №1,"ИВО ГИЧЕВ СТАНЧЕВ, АНТОНИЯ ГЕОРГИЕВА КОЛЕВА","066/878670"
"СБАЛГАР Д.Р МАЛИНОВ ООД СОФИЯ",София (столица),СОФИЯ 02 рн КРАСНО СЕЛО,СОФИЯ 02 рн КРАСНО СЕЛО,бул. Гоце Делчев №46,Д-Р МАКСИМ ЦАНКОВ МАЛИНОВ,"02/9655711"
"СБАЛДБ ПРОФ. ИВАН МИТЕВ ЕАД СОФИЯ",София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,бул. Акад. Иван Гешов №11,"Д-Р МАРИЯ БОЖИДАРОВА ЕКИМОВА-ПЕНЕВА, ДИМИТЪР ЛЮБОМИРОВ РУСИНОВ, БЛАГОМИР НИКОЛАЕВ ЗДРАВКОВ","02/8154254"
"СБАЛИПБ ПРОФ. ИВАН КИРОВ ЕАД СОФИЯ",София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,бул. Акад. Иван Гешов №17,"Д-Р ТОМА БОРИСОВ ТОМОВ, ПРОФ. Д-Р ТАТЯНА ПЕТРОВА ПЕНКОВА-ЧЕРВЕНЯКОВА","02/9402100"
"СБАЛК - КАРДИОЛАЙФ ООД ВАРНА",Варна,ВАРНА,ГР.ВАРНА,бул. Република Медицински център Младост бл. А,"Д-Р ТРАЯН БОТЕВ ЦВЕТКОВ, ЮЛИЯ БОРИСОВА МАКЕДОНСКА, СПАС НИКОЛОВ СПАСАВ, Д-Р ГАЛИНА ВИДОЛОВА БАЛАБАНОВА, Д-Р ВЛАДИСЛАВ ТОДОРИНОВ ПАКЕРОВ, ХАРАЛИН СТОЯНОВ ТУМБЕВ","052/460170, 052/460171, 052/460190, 052/460191, 0879487878"
"СБАЛК Велико Търново ЕАД",Велико Търново,ВЕЛИКО ТЪРНОВО,ГР.ВЕЛИКО ТЪРНОВО,ул. Бузлуджа №1,"МАРИЯНА РАЙКОВА ГЕОРГИЕВА, Д-Р ПЕТЯ ИВАНОВА ДИНОВСКА, ПРОФ. МЛАДЕН ВЛАДИМИРОВ ГРИГОРОВ, Д-Р НОРА ГЕОРГИЕВА ЦВЕТКОВА, Д-Р ЙОРДАНКА ТОМОВА-ДИМОВА, Д-Р СОТИР ТОДОРОВ МАРЧЕВ","062/632020, 062/624030"
"СБАЛК Медика Кор ЕАД Русе",Русе,РУСЕ,ГР.РУСЕ,ул. Рига №35,КИРИЛ ПАНАЙОТОВ ПАНАЙОТОВ,"082/887363, 0885304040"
"СБАЛК Медика Кор ЕАД Русе",Русе,РУСЕ,ГР.РУСЕ,ул. Независимост №2,КИРИЛ ПАНАЙОТОВ ПАНАЙОТОВ,"082/887363, 0885304040"
"СБАЛК ПО КАРДИОЛОГИЯ МАДАРА ЕАД ШУМЕН",Шумен,ШУМЕН,ГР.ШУМЕН,ул. Васил Априлов №63,"МАРТИН СТОЙНЕВ СТОЙНЕВ, ИВАЙЛО ВЛАДИМИРОВ ДОЙЧИНОВ","054/801260, 054/801261"
"СБАЛО Свети Мина ЕООД",Благоевград,БЛАГОЕВГРАД,ГР.БЛАГОЕВГРАД,ул. Васил Левски №62,"ТЕОДОР ВЕЛЧЕВ ВЕЛЧЕВ, ХРИСТИНА ЙОНЧЕВА КУЗМАНОВА-ЯНКОВА, ГЕОРГИ БОРИСОВ ГЕОРГИЕВ","073/882857, 0886333773, 073/832100"
"СБАЛОБ ДЕН ЕООД СОФИЯ",София (столица),СОФИЯ 04 рн ОБОРИЩЕ,СОФИЯ 04 рн ОБОРИЩЕ,ул. Росица №21,ДОЦ. Д-Р АНДРЕЙ ДИМИТРОВ АНДРЕЕВ,"02/9832028, 02/9833800"
"СБАЛОБ ЗОРА АД СОФИЯ",София (столица),СОФИЯ 05 рн СЕРДИКА,СОФИЯ 05 рн СЕРДИКА,бул. Княгиня Мария-Луиза №191,"ПРОФ. ИВА ТОДОРОВА ПЕТКОВА, РЕНЕТА ТОДОРОВА ПЕТКОВА, ДОЦ. Д-Р ЕВДОКИЯ ДИМИТРОВА ИЛИЕВА","02/9312281"
"СБАЛОБ ЗОРА АД СОФИЯ",София (столица),СОФИЯ 15 рн МЛАДОСТ,СОФИЯ 15 рн МЛАДОСТ,ул. Петър Протич №4,"ПРОФ. ИВА ТОДОРОВА ПЕТКОВА, РЕНЕТА ТОДОРОВА ПЕТКОВА, ДОЦ. Д-Р ЕВДОКИЯ ДИМИТРОВА ИЛИЕВА","02/9312281"
"СБАЛОБ ЗРЕНИЕ ООД СОФИЯ",София (столица),СОФИЯ 09 рн ЛОЗЕНЕЦ,СОФИЯ 09 рн ЛОЗЕНЕЦ,бул. Джеймс Баучер №33 вх. В,"ХРИСТИНА БЛАГОЕВА ХРИСТОВА, ВЕСЕЛИН ИВАНОВ ТАНЕВ, ПРОФ. Д-Р ПРАВОСЛАВА ЦОНЧЕВА ЧНЧУЛЕВА, ПРОФ. Д-Р ВЕСЕЛИН ИВАНОВ ТАНЕВ","02/9531582, 02/9531574"
"СБАЛОБ ЗРЕНИЕ ООД СОФИЯ",София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,ул. Балша №5,"ХРИСТИНА БЛАГОЕВА ХРИСТОВА, ВЕСЕЛИН ИВАНОВ ТАНЕВ, ПРОФ. Д-Р ПРАВОСЛАВА ЦОНЧЕВА ЧНЧУЛЕВА, ПРОФ. Д-Р ВЕСЕЛИН ИВАНОВ ТАНЕВ","02/9531582, 02/9531574"
"СБАЛОЗ ПРОФ. Д-Р МАРИН МУШМОВ ЕООД СОФИЯ",София (столица),СОФИЯ 15 рн МЛАДОСТ,СОФИЯ 15 рн МЛАДОСТ,бул. А. Сахаров №22,Д-Р БОРИСЛАВ ХАРАЛАМБИЕВ ДИМИТРОВ,"02/9753950"
"СБАЛОЗ Д-р Марко Антонов Марков-Варна ЕООД","Варна","ВАРНА","ГР.ВАРНА","БУЛ. ЦАР ОСВОБОДИТЕЛ № 100; КВ. АСПАРУХОВО, МЕСТНОСТ ""ВИЛИТЕ""","Д-Р ГОСПОДИН РАДКОВ ИГНАТОВ, ПРОФ. Д-Р ГЕОРГИ ЛЕОНИДОВ КОБАКОВ","052/975-888, 052/975888"
"СБАЛОЗ КРИСТАЛ ООД СОФИЯ","София (столица)","СОФИЯ 11 рн КРАСНА ПОЛЯНА","СОФИЯ 11 рн КРАСНА ПОЛЯНА","ГР. СОФИЯ, Р-Н КРАСНА ПОЛЯНА, БУЛ. „АЛЕКСАНДЪР СТАМБОЛИЙСКИ“ № 239","Д-Р ГЕОРГИ ИЛИЕВ ДОРМИШЕВ","02/4200356, 02/4200234"
"СБАЛОТ ВИТОША ЕООД СОФИЯ","София (столица)","СОФИЯ 09 рн ЛОЗЕНЕЦ","СОФИЯ 09 рн ЛОЗЕНЕЦ","бул. Симеоновско шосе № 108-Б","Д-Р ОРЛИН БОРИСОВ ФИЛИПОВ","9622292"
"СБАЛПФЗ БЛГР","Благоевград","БЛАГОЕВГРАД","ГР. БЛАГОЕВГРАД","УЛ. ЦАНКО ЦЕРКОВСКИ №4","ВЛАДИМИР ВИТКОВ ПАНДЕВ, ТАТЯНА СТОЙЧЕВА КОНСТАНТИНОВА, ПЕТЪР ЙОРДАНОВ ГЕОРГИЕВ","073/830201, 073/884210"
"СБАЛПФЗ Враца ЕООД","Враца","ВРАЦА","ГР.ВРАЦА","ул.""Генерал Леонов""№93","Д-Р КОСТАДИН НИКИФОРОВ ШАХОВ, Д-Р МАРИЯНА СТОЯНОВА МАРКОВА","0878987223, 0876987223, 092/623564, 092/666117"
"СБАЛПФЗ Д-р Никола Пенчев - Пазарджик ЕООД","Пазарджик","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","ул. ""Болнична"" №15","НИКОЛА ПЕТРОВ ПЕНЧЕВ, РУМЕН МЕТОДИЕВ АВРАМОВ, КОСТАДИНКА КРУМОВА СОТИРОВА, АНТОАН АСЕНОВ ДОНЧЕВ","034/443849, 034/441866"
"СБАЛПФЗ Стара Загора ЕООД","Стара Загора","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","ул. ""Армейска"" № 11","Д-Р КАМЕЛИЯ ХАРАЛАНОВА ХАРАЧЕРОВА, ЛЮБОМИР ЖИВКОВ ЛЮБЕНОВ, СТОЯНКА МАНЧЕВА ТАНЕВА, Д-Р ЧАВДАР ДЕЧЕВ ПОПОВ, ВАЛЕРИЯ ЛЮБОМИРОВА ИВАНОВА","042/623710, 042/648180"
"СБАЛТОСМ ПРОФ. Д-Р ДИМИТЪР ШОЙЛЕВ ЕАД СОФИЯ","София (столица)","СОФИЯ 08 рн ИЗГРЕВ","СОФИЯ 08 рн ИЗГРЕВ","ж.к. Дианабат, ул. Никола Габровски № 1","ГЕОРГИ АЛЕКСАНДРОВ ДАМЯНОВ, ТАНЯ МАРИНОВА РУСЕВА-КОЛЕВА","02/962045, 0888871888, 02/8621133"
"СБАЛХЗ ЕАД СОФИЯ","София (столица)","СОФИЯ 01 рн СРЕДЕЦ; СОФИЯ 16 рн СТУДЕНТСКИ","СОФИЯ 01 рн СРЕДЕЦ; СОФИЯ 16 рн СТУДЕНТСКИ","ул. Пловдивско поле № 6; Бул. ""Климент Охридски"" № 1А","Д-Р НИНА АНГЕЛОВА РЪСИНА, АНДРЕЙ АНГЕЛОВ АНДРЕЕВ, ПРОФ. Д-Р СТАВРИ АСЕНОВ ТОШКОВ, ПРОФ. Д-Р ГЕОРГИ ГЕОРГИЕВ МИХАЙЛОВ, ДОЦ. Д-Р МИМОЗА ЦВЕТАНОВА СТАНЕВА, ДОЦ. Д-Р БРАНИМИР ВЛАДИМИРОВ СПАСОВ, Д-Р ГАЛЯ ГЕОРГИЕВА КОНДЕВА-МЪНКОВА","9701104, 9701105"
"СБНАЛ Свети Лазар ЕООД гр. Казанлък","Стара Загора","КАЗАНЛЪК","ГР.КАЗАНЛЪК","ул.""Д-р Хр. Баев"" №15; ул. Ал. Константинов №6","Д-Р ГЕРГИНА ХРИСТОВА ДИМИТРОВА","0431/85017, 042/62125"
"СБПЛР - Котел ЕООД","Сливен","КОТЕЛ","ГР.КОТЕЛ","ул. Изворска №85","Д-Р ЦВЕТАН ГЕОРГИЕВ ВЛАХОВ, ЕВГЕНИ ГЕОРГИЕВ ЛЮБЕНОВ, Д-Р ГРИГОР КОСТОВ МАЛЕВ","0887/777423, 0889/533663, 0453/42473"
"СБПЛР БУХОВО ЕООД СОФИЯ","София (столица)","СОФИЯ 22 рн КРЕМИКОВЦИ","СОФИЯ 22 рн КРЕМИКОВЦИ","гр. Бухово ул. ""Стефан и Велко"" № 2","Д-Р ДОРА ДИМИТРОВА ВЕЛЕВА","9942320"
"СБПЛР ЕООД","Перник","ПЕРНИК","ГР.ПЕРНИК","ул.""Протожерица"" №102","ЮРИ ВАСИЛЕВ ТОРНЕВ, БОЯН БОГДАНОВ ДРАГАНОВ, ЙОРДАНКА АЛЕКСАНДРОВА КОСТАДИНОВА, ВЕНЦИСЛАВ ДАФИНОВ ЧУНОВ, РОСИЦА ИВАНОВА ГАЙДАРОВА, ЕМИЛ ЕМИЛОВ НЕНКОВ, ЙОРДАН МЕТОДИЕВ ИВАНЧЕВ, ИННА ПЕТРОВА СТОИЛОВА","0897/084072, 076/604402, 076/604412, 076/590800, 0894492213"
"СБПЛР КРЕМИКОВЦИ ЕООД СОФИЯ","София (столица)","СОФИЯ 22 рн КРЕМИКОВЦИ","СОФИЯ 22 рн КРЕМИКОВЦИ","кв. Ботунец ул. В. Левски № 2","Д-Р ЦВЕТАНКА ХРИСТОВА ЗАФИРОВА, АНДРЕЙ ИВАНОВ АНДРЕЕВ","9943676, 9943319"
"СБПЛР Минерални бани - Полски Тръмбеш ЕООД","Велико Търново","ПОЛСКИ ТРЪМБЕШ","ГР.ПОЛСКИ ТРЪМБЕШ","ул. Търговска 92","ПЛАМЕН МИХАЙЛОВ ЛАКОВ","0888/507600"
"СБПЛР ПАНЧАРЕВО ЕООД СОФИЯ","София (столица)","СОФИЯ 23 рн ПАНЧАРЕВО","СОФИЯ 23 рн ПАНЧАРЕВО","кв. Панчарево, ул. Кокалянско ханче № 1","Д-Р АНДРЕЙ ИВАНОВ АНДРЕЕВ, ИВАН АСЕНОВ МАТЕЕВ, КРУМ ТОМОВ ТОМОВ","9923170, 9924331"
"СБПЛРПФЗ Света Петка Българска ЕООД","Пазарджик","ВЕЛИНГРАД","ГР.ВЕЛИНГРАД","местност ""4-ти километър""; 4-ти километър №91","ЦВЕТАН ИЛИЕВ ДАФОВ, ЕЛЕНА МИТКОВА ШОПОВА","0359/53273, 0359/53276, 0359/52243"
"СБР ""Медика - Албена"" ЕООД","Добрич","БАЛЧИК","С.ОБРОЧИЩЕ, К.К.АЛБЕНА","Сградата на медицински център","ПРОФ. Д-Р ДИМИТРИЧКА ДУЧЕВА БЛИЗНАКОВА, Д-Р МИГЛЕНА СТЕФАНОВА КОЖУХАРОВА, ГАЛИНА ПЕТКОВА ПАВЛОВА, ПРОФ. Д-Р ЕНЧО КАЛЧЕВ СЪБЕВ","0887714763, 0888376863, 0878123321, 0887366652"
"СБР ""Света Богородица"" ЕООД Нареченски бани","Пловдив","АСЕНОВГРАД","С.НАРЕЧЕНСКИ БАНИ","ул.Панорама № 8","Д-Р АТАНАС БЛАГОЕВ ТИЛЕВ","03342/2212, 03342/2243"
"СБР - ВАРНА АД","Варна","ВАРНА","ГР.ВАРНА","К.К. ""ЗЛАТНИ ПЯСЪЦИ"", СПИРКА ""ЖУРНАЛИСТ""","Д-Р ЦВЕТАНА АНГЕЛОВА ДИНКОВА","052/355583"
"СБР - НК ЕАД - ФИЛИАЛ БАНКЯ СОФИЯ","София (столица)","СОФИЯ 24 рн БАНКЯ","ГР.БАНКЯ","ул.„Шейново” №8","Д-Р ЧЕНКО ХРИСТОВ ЧАЛЪКОВ ЧРЕЗ ДИРЕКТОР ФИЛИАЛ БАНКЯ Д-Р МИЛКА АНТОНОВА ПАСКАЛЕВА-КЪРКОВСКА, ДОЦ.Д-Р АЛЕКСАНДЪР ИВАНОВ СЕМКОВ ЧРЕЗ ДИРЕКТОР ФИЛИАЛ БАНКЯ Д-Р МИЛКА АНТОНОВА ПАСКАЛЕВА-КЪРКОВСКА, ПЛУМЕЛИНА ДИМИТРОВА МИЧЕВА ЧРЕЗ ДИРЕКТОР ФИЛИАЛ БАНКЯ Д-Р МИЛКА АНТОНОВА ПАСКАЛЕВА-КЪРКОВСКА, Д-Р ПЛАМЕН ПЕЛТЕШКИ","02/9885905"
"СБР - САПАРЕВА БАНЯ АД","Кюстендил","САПАРЕВА БАНЯ","ГР.САПАРЕВА БАНЯ","ул. Серафим Йорданов 1","Д-Р НИКОЛАЙ СТОЯНОВ КРЪСТЕВ, Д-Р ГЕОРГИ ЖЕЛЕВ АВРАМОВ","0707/22362"
"СБР БАНКЯ АД СОФИЯ","София (столица)","СОФИЯ 24 рн БАНКЯ","СОФИЯ 24 рн БАНКЯ","гр. Банкя, ул. Шейново № 8","Д-Р НИКОЛАЙ СТОЯНОВ КРЪСТЕВ, ПЕТЯ МИЛЕНОВА ГЕНКОВА, ГЕОРГИ ЖЕЛЕВ АВРАМОВ","9977265, 9977244"
"СБР ВИТА ЕООД","Пазарджик","ВЕЛИНГРАД","ГР.ВЕЛИНГРАД","ул. ""Пушкин"" №2","АНГЕЛ ХАРАЛАМБИЕВ ПЕЕВ","0359/52159, 0359/52438"
"СБР ДЦП СВ. СОФИЯ ЕООД СОФИЯ","София (столица)","СОФИЯ 11 рн КРАСНА ПОЛЯНА","СОФИЯ 11 рн КРАСНА ПОЛЯНА","БУЛ. ВЪЗКРЕСЕНИЕ № 1В","ДОЦ Д-Р ИВАН ДИМИТРОВ ЧАВДАРОВ","8284881"
"СБР ЗДРАВЕ ЕАД","София (столица)","СОФИЯ 24 рн БАНКЯ","СОФИЯ 24 рн БАНКЯ","гр. Банкя, ул. Г. С. Раковски № 15","Д-Р ВИОЛЕТА КОСТАДИНОВА ВЕЛИЧКОВА, ГЕОРГИ САМУИЛОВ ВАСИЛЕВ, ПРОФ. Д-Р ДИМИТЪР РАДКОВ РАДЕНОВСКИ","9977231, 9977383"
"СБР Марикостиново ЕООД","Благоевград","ПЕТРИЧ","С.МАРИКОСТИНОВО","С. МАРИКОСТИНОВО","АННА БЛАГОЕВА СМИЛЯНОВА, КАТЕРИНА КИРИЛОВА АРДАШЕВА","0742/62334, 0878/933370, 0742/62331"
"СБР НК ЕАД филиал Хисар","Пловдив","ХИСАРЯ","ГР.ХИСАРЯ","бул. “Гурко” №2","ВЕЛИЧКА НИКОЛОВА ШОПОВА, МАРИАНА БОТЕВА ТЕРЗИЙСКА, СВЕТИЯ ЙОРДАНОВ ТУЖАРОВ, ИВАН ДОНЧЕВ ДОНЧЕВ","0882805523, 03762046"
"СБР НК ЕАД Св. Мина Вършец","Монтана","ВЪРШЕЦ","ГР.ВЪРШЕЦ","Паркова зона","БОРЯНА ТОДОРОВА БОНЧЕВА-ЛЕЧЕВА, Д-Р АЛЕКСАНДЪР ИВАНОВ СЕМКОВ, Д-Р ЧЕНКО ХРИСТОВ ЧАЛЪКОВ","09527/2258"
"СБР НК ЕАД Филиал Сандански","Благоевград","САНДАНСКИ","ГР.САНДАНСКИ","УЛ. ПОЛК. ДРАНГОВ №1","СТЕФКА КОСТАДИНОВА ИВАНОВА","0746/30833, 0746/32419"
"СБР НК ЕАД филиал Баните","Смолян","БАНИТЕ","С.БАНИТЕ","ул. Стефан Стамболов № 2","ЕМИЛ САШЕВ ДИМИТРОВ, АЛЕКСИ МИТКОВ КАРОВ","03025/2342, 03025/2344, 030252257"
"СБР НК ЕАД филиал Нареченски бани","Пловдив","АСЕНОВГРАД","С.НАРЕЧЕНСКИ БАНИ","ул. „Родопи“ № 1","Д-Р АТАНАС ЛЮБОМИРОВ БУЧКОВ, ДАНКА МЕТОДИЕВА ПОПОВА","033422224"
"СБР НК ЕАД филиал Овча могила","Велико Търново","СВИЩОВ","С.ОВЧА МОГИЛА","ул. Детелина № 2","Д-Р ВИРГИНИЯ СИМЕОНОВА ЦОЛОВА","06327/2404"
"СБР ОРФЕЙ ЕООД","Смолян","ДЕВИН","ГР.ДЕВИН","ул. Цветан Зангов № 14","ЮЛИЯ БОЙКОВА КИСИМОВА","0878228867, 03041/3657"
"СБР РОДОПИ ЕООД","Смолян","РУДОЗЕМ","ГР.РУДОЗЕМ","ул. Атанас Буров № 2","ПЛАМЕН МИХАЙЛОВ ЛАКОВ, ЦВЕТАН ДИМИТРОВ ГЕРГОВ","0878485835"
"СБР Света Елена 1 ООД","Варна","ВАРНА","ГР.ВАРНА","к.к. „Св. Св. Константин и Елена”, х-л „Света Елена”, ул. „1” № 82","ПРОФ. Д-Р ПЕТКО ПЕНКОВ МАРИНОВ Д.М.","0889515100, 0899982700"
"СБР по физикална и рехабилитационна медицина Димина ООД Вонеща вода","Велико Търново","ВЕЛИКО ТЪРНОВО","С.ВОНЕЩА ВОДА","ул. Първа 1","СВЕТЛИН ДИМИТРОВ РАДЕВ, ЧЕНКО ХРИСТОВ ЧАЛЪКОВ, ДОЦ. Д-Р АНТОН СТОЯНОВ САВОВ, Д-Р ЧЕНКО ХРИСТОВ ЧАЛЪКОВ, СЪБИНА СЪБЕВА СЪБЕВА","0889528640, 0879382690, 0896407717, 061182300, 0887805378"
"СБР – НАЦИОНАЛЕН КОМПЛЕКС ЕАД филиал гр. Кюстендил","Кюстендил","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","ул. Цар Симеон І-ви 28","ЖИВКО ИВАНОВ НЕДЕЛЧЕВ","078/550920"
"СБР-Витус ЕООД","Пловдив","ХИСАРЯ","ГР.ХИСАРЯ","ул.Ал.Стамболийски № 21","Д-Р ЧЕНКО ХРИСТОВ ЧАЛЪКОВ","0887305586"
"СБР-НК ЕАД","Пловдив","КАРЛОВО","ГР.БАНЯ","ул.„Липите“ № 1","БОЖАНКА ТОДОРОВА ИВАНОВА, СОНЯ НИКОЛОВА ЧАЛЪКОВА, НЕДЯЛКА ИЛИЕВА КАЛЕВА, ЕВГЕНИ ГЕОРГИЕВ ЛЮБЕНОВ","03132/2204, 03132/2234"
"СБР-НК ЕАД филиал Павел Баня","Стара Загора","ПАВЕЛ БАНЯ","ГР.ПАВЕЛ БАНЯ","бул. ""Освобождение"" №2","Д-Р ЙОРДАН ГЕОРГИЕВ ГЕЧЕВ, КРЪСТАНА ВАСИЛЕВА ПЕТРОВА-ПРАМАТАРОВА","0876904891, 04361/3133, 04361/2146"
"СБРПЛ-Петрич ЕООД","Благоевград","ПЕТРИЧ","ГР.ПЕТРИЧ","УЛ. СТАДИОНСКА №1","РУМЕН БОРИСОВ КОНДЕВ, ИЛИЯ АСЕНОВ ПОПНИКОЛОВ","0878/104141"
"СГЕБАЛ Еврохоспитал ООД Пловдив","Пловдив","ПЛОВДИВ","ГР.ПЛОВДИВ","ул.“Колхида” – продължение, МТБ, бл""Ж"" ет.1","ВАСИЛ ВАСИЛЕВ АНГЕЛОВ, Д-Р ПЕЙО АЛЕКСАНДРОВ ТУХЧИЕВ, ГЕОРГИ ЮРИЕВ ТОШЕВ, ВЕНЦЕСЛАВ ГЕОРГИЕВ ДЖУРКОВ","032/676367, 032/674142"
"СОБАЛ - доц. Георгиев ЕООД Варна","Варна","ВАРНА","ГР.ВАРНА","ул. „Христо Попович” № 18","ПРОФ. Д-Р ТИХОМИР ДОБРИНОВ ГЕОРГИЕВ, ДОЦ. Д-Р ДОБРИН СВЕТОЗАРОВ ГЕОРГИЕВ, Д-Р ДОБРИН ДОБРИНОВ ГЕОРГИЕВ","052/608506"
"СОБАЛ АКАД. ПАШЕВ EООД СОФИЯ","София (столица)","СОФИЯ 06 рн ПОДУЯНЕ","СОФИЯ 06 рн ПОДУЯНЕ","ул. „Емануил Васкидович” № 51","Д-Р ДАНИЕЛА ПЕТРОВА МИРКОВСКА, АКАД. Д-Р ПЕТЯ ИВАНОВА ВАСИЛЕВА","9487901, 9487931"
"СОБАЛ ВИЖЪН ЕООД","София (столица)","СОФИЯ 02 рн КРАСНО СЕЛО","СОФИЯ 02 рн КРАСНО СЕЛО","ул. Виктор Григорович № 8, район Искър, бул.Проф.Цветан Лазаров №86","ЕЛЕНА НЕЙЧЕВА КУМБИЕВА, Д-Р ЕЛЕНА АТАНАСОВА ДАРДЖИКОВА И ЕЛЕНА НЕЙЧЕВА КУМБИЕВА - ЗАЕДНО","9515037"
"СОБАЛ ВИЗУС ЕООД СОФИЯ","София (столица)","СОФИЯ 17 рн ВИТОША","СОФИЯ 17 рн ВИТОША","ул. Миле Попйорданов № 18","ВИОЛЕТА СИЛВИ ЧЕРНОДРИНСКА, Д-Р ГЕНОВЕВА ИВАНОВА АЛЕКСИЕВА, ДОЦ.Д-Р ВИОЛЕТА СИЛВИ ЧЕРНОДРИНСКА","8576936, 8576937"
"СОБАЛ Луксор ООД Пловдив","Пловдив","ПЛОВДИВ","ГР.ПЛОВДИВ","бул. България №59","Д-Р ДИМИТЪР ГЕОРГИЕВ ТАСКОВ, МАРИЯ ГЕОРГИЕВА МИХАЙЛОВА, ИСКРА ГЕОРГИЕВА ШИШКОВА","032/968881, 032/968882"
"СОБАЛ ПЕНТАГРАМ ЕООД СОФИЯ","София (столица)","СОФИЯ 03 рн ВЪЗРАЖДАНЕ; СОФИЯ 12 рн ИЛИНДЕН","СОФИЯ 03 рн ВЪЗРАЖДАНЕ; СОФИЯ 12 рн ИЛИНДЕН","ГР. СОФИЯ, УЛ. ""ДИМИТЪР ПЕТКОВ"" № 11; ул. Враня № 109-111, секция “Б”","Д-Р ВЕСЕЛИН ТОДОРОВ ДАСКАЛОВ","02/4472040, 0887777465"
"СОБАЛ Ралчовски ЕООД Враца","Враца","ВРАЦА","ГР.ВРАЦА","бул. ""Демокрация"" №14, ет.2; ул. ""Вежен"" № 2А","ПЕТЪР НИКОЛОВ НИКОЛОВ","092/621102, 0888/889757"
"СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА ПРОДЪЛЖИТЕЛНО ЛЕЧЕНИЕ И РЕХАБИЛИТАЦИЯ ПО ВЪТРЕШНИ БОЛЕСТИ – МЕЗДРА” ЕООД","Враца","МЕЗДРА","ГР.МЕЗДРА","ул.""Манастирище""№100","ТЕОДОРА ИЛИЯНОВА ГЛАДНИШКА, Д-Р ГЕНОВЕВА ТОДОРОВА ТОДОРОВА-МОНКОВА, Д-Р ВЛАДИСЛАВ ХРИСТОВ ИВАНОВ, ВАЛЯ МИТОВА ВАСИЛОВСКА","0877605562"
"СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА ПРОДЪЛЖИТЕЛНО ЛЕЧЕНИЕ НА БЕЛОДРОБНИ БОЛЕСТИ - РОМАН” ЕООД","Враца","РОМАН","ГР.РОМАН","ул. ""Димитър Благоев"" №2","ВЛАДИМИР БОРИСОВ НЕНОВ, Д-Р МОМЧИЛ НИКОЛАЕВ МИТЕВ, ПЕПА АТАНАСОВА ВЛАДИМИРОВА","09123/2206, 0886/201388"
"СХБАЛ Амброаз Паре ООД","Сливен","СЛИВЕН","ГР.СЛИВЕН","кв. Даме Груев, бул. Хаджи Димитър №68","Д-Р НИКОЛАЙ КОНСТАНТИНОВ КОНСУЛОВ, Д-Р ВЕСЕЛИН ПАСКОВ ВАСИЛЕВ","044/662524, 044/662668"
"СХБАЛ проф. Темелков ООД Варна","Варна","ВАРНА","ГР.ВАРНА","ул. „Алеко Константинов” № 5","МАРИЯ ТЕМЕЛКОВА ЙОРДАНОВА, ПРОФ. Д-Р ТЕМЕЛЕКО ДОБРОЛЮБОВ ТЕМЕЛКОВ","052/600126, 052/600127"
"Специализирана Болница за Активно Лечение на Очни Болести ПРОСПЕРИТАС""ООД","София (столица)","СОФИЯ 10 рн ТРИАДИЦА","СОФИЯ 10 рн ТРИАДИЦА","кв. „Триадица“, ул. „Неофит Рилски“ № 7","ВЕСЕЛИН ИВАНОВ ТАНЕВ",""
"Специализирана болница за активно лечение на пневмо-фтизиатрични заболявания ""Д-р Трейман"" ЕООД","Велико Търново","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","местност ""Света гора""","СТЕЛА ДЕНЧЕВА СТЕФАНОВА, Д-Р ДРАГАНЧЕВ, МАРГАРИТА ЛЮБОМИРОВА ТАСЕВА, Д-Р МАРИЯ ИВАНОВА РАЧЕВА","0879976606, 062619766, 0888550338"
